priority,id,title,category,words,review_reasons,review_status
2,diagnosis:iga-nephropathy,IgA nephropathy (Berger disease),diagnosis,346,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pcos,Polycystic ovary syndrome (PCOS),diagnosis,346,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:prostate-cancer,Prostate cancer,diagnosis,346,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:salicylate-toxicity,Salicylate (aspirin) toxicity,diagnosis,346,Source locator review: openrn_dx_round16: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:sids,Sudden Infant Death Syndrome (SIDS),diagnosis,346,Source locator review: openrn_peds: search URL (needs a specific supporting source); cdc_peds: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:alcohol-withdrawal,Alcohol Withdrawal Syndrome,diagnosis,347,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:menopause,Menopause / vasomotor symptoms,diagnosis,347,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hepatic-encephalopathy,Hepatic Encephalopathy,diagnosis,348,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:non-hodgkin-lymphoma,Non-Hodgkin lymphoma (NHL),diagnosis,348,Source locator review: openrn_dx_round18: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hypertensive-emergency,Hypertensive Emergency,diagnosis,349,Source locator review: openrn_medsurg_book: search URL (needs a specific supporting source) | Check absent sections: Pathophysiology | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:sickle-cell-crisis,Sickle Cell Vaso-occlusive Crisis,diagnosis,349,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hemorrhagic-stroke,Hemorrhagic stroke (intracerebral hemorrhage),diagnosis,350,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:osteoarthritis,Osteoarthritis (OA),diagnosis,350,Source locator review: openrn_ms_round8: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:spinal-stenosis,Lumbar spinal stenosis,diagnosis,350,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:cholelithiasis,Cholelithiasis (gallstones),diagnosis,351,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ibs,Irritable bowel syndrome (IBS),diagnosis,351,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:asthma,Asthma,diagnosis,352,Source locator review: openrn_medsurg_book: search URL (needs a specific supporting source); gina_asthma: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ectopic-pregnancy,Ectopic Pregnancy,diagnosis,353,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:gonorrhea,Gonorrhea,diagnosis,353,Source locator review: openrn_ms_round10: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:mis-c,Multisystem inflammatory syndrome in children (MIS-C),diagnosis,353,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source); cdc_dx_round13: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:substance-use-disorder,Substance Use Disorder (SUD),diagnosis,353,Source locator review: openrn_mh: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:duchenne-md,Duchenne muscular dystrophy (DMD),diagnosis,354,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:increased-icp,Increased Intracranial Pressure,diagnosis,354,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:opioid-withdrawal,Opioid withdrawal,diagnosis,354,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ccb-betablocker-overdose,Calcium channel blocker and beta-blocker overdose,diagnosis,355,Source locator review: poison_control_concept: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hhs,Hyperglycemic Hyperosmolar State (HHS),diagnosis,355,Source locator review: openrn_medsurg3: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:mitral-regurgitation,Mitral Regurgitation (MR),diagnosis,355,Source locator review: openrn_cardio_dx: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pmdd,Premenstrual dysphoric disorder (PMDD),diagnosis,355,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:failure-to-thrive,Failure to Thrive (FTT),diagnosis,356,Source locator review: openrn_peds: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:postpartum-depression,Postpartum Depression (PPD),diagnosis,356,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:anticholinergic-poisoning,Anticholinergic poisoning,diagnosis,357,Source locator review: poison_control_concept: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:delirium,Delirium,diagnosis,357,Source locator review: openrn_medsurg4: search URL (needs a specific supporting source),Not adjudicated
2,diagnosis:cardiac-tamponade,Cardiac Tamponade,diagnosis,358,Source locator review: openrn_cardio_dx: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:myasthenia-gravis,Myasthenia Gravis (MG),diagnosis,358,Source locator review: openrn_neuro: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:ptsd,Post-Traumatic Stress Disorder (PTSD),diagnosis,358,Source locator review: openrn_mh: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:sarcoidosis,Sarcoidosis,diagnosis,358,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:gestational-diabetes,Gestational Diabetes Mellitus (GDM),diagnosis,359,Source locator review: openrn_matnew: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:concussion,Concussion (Mild TBI),diagnosis,360,Source locator review: openrn_ms_round3: search URL (needs a specific supporting source); cdc_dx_round3: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:first-episode-psychosis,First-episode psychosis (FEP),diagnosis,360,Source locator review: openrn_dx_round14: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hpv-genital-warts,HPV genital warts (condyloma acuminata),diagnosis,360,Source locator review: openrn_dx_round20: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:glomerulonephritis,Acute glomerulonephritis (post-strep + others),diagnosis,361,Source locator review: openrn_dx_round19: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:hyperthyroidism,Hyperthyroidism,diagnosis,361,Source locator review: openrn_medsurg_book: search URL (needs a specific supporting source) | Check absent sections: Pathophysiology | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:kawasaki-disease,Kawasaki Disease,diagnosis,363,Source locator review: openrn_peds: search URL (needs a specific supporting source); cdc_peds: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:nafld-nash,NAFLD / NASH (now MASLD / MASH),diagnosis,363,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:crohns-disease,Crohn's disease,diagnosis,364,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:iron-overdose,Iron overdose,diagnosis,365,Source locator review: poison_control_concept: site root (needs claim-level source review); cdc_toxicology: site root (needs claim-level source review) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pancreatic-cancer,Pancreatic cancer,diagnosis,365,Source locator review: openrn_dx_round12: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pulmonary-hypertension,Pulmonary hypertension (PH),diagnosis,365,Source locator review: openrn_dx_round13: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:pediatric-t1dm,Type 1 diabetes mellitus (pediatric),diagnosis,366,Source locator review: openrn_peds_round9: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
2,diagnosis:aortic-stenosis,Aortic Stenosis (AS),diagnosis,367,Source locator review: openrn_cardio_dx: search URL (needs a specific supporting source) | Not assigned to a selected topic collection,Not adjudicated
